EmployeeID,df_work_hours_zebi
1,7.373650622605362
2,7.718968926553678
3,7.013240358126724
4,7.193678486997636
5,8.006174603174605
6,10.796095874355366
7,6.923570402298855
8,6.7256207133059025
9,7.236498792270526
10,7.080087844254505
11,8.403485477178425
12,7.0689545873674495
13,9.301409509946627
14,9.399931442080378
15,6.089687644075612
16,6.705174636661979
17,6.61904062652961
18,11.01432813911473
19,6.960253831417621
20,9.293555796055797
21,7.590778256704984
22,6.008613495469727
23,8.4021084770115
24,6.807005280073463
25,7.093167388167388
26,9.362002074688798
27,10.97712343096233
28,7.604444444444441
29,10.977585733882028
30,6.831275362318841
31,10.10940826330532
32,6.709665977961435
33,10.518214624881294
34,6.1828875171467805
35,6.58638888888889
36,10.272241379310355
37,9.982733011937555
38,5.979567632850237
39,6.775967939304944
40,7.6901603905160405
41,7.204732468123861
42,7.594769503546106
43,6.952642332415064
44,7.008878472222221
45,7.2015733151184005
46,7.172875000000004
47,7.63680141843972
48,7.832781293952177
49,6.974765051395007
50,6.906424220272908
51,10.895463728191
52,9.125665729020167
53,6.831459786145981
54,7.316049905838043
55,8.610798041894355
56,6.784845288326301
57,10.98609977324263
58,7.686584679393045
59,9.948856881572926
60,7.905527661552767
61,10.672414617486345
62,10.496171548117148
63,10.069261664261662
64,6.607014174668497
65,7.497914908579468
66,10.727235717498875
67,6.184816810344828
68,6.609300048947632
69,6.076246345029246
70,9.971745709123756
71,7.421452020202019
72,6.4938100137174235
73,6.299470449172581
74,9.316973304473308
75,6.097862787356321
76,7.217327264239031
77,7.100070018365477
78,9.914107744107735
79,10.477788647343003
80,6.906938633193863
81,7.58909243295019
82,6.079724499089256
83,6.001112288135594
84,8.983123278236906
85,10.426184640522866
86,8.387526183970852
87,7.912038626609444
88,7.105291842475386
89,9.68863319386332
90,7.77034751278475
91,6.284280356305675
92,6.306108726752502
93,8.831585038986356
94,7.722377344877349
95,7.317479732951837
96,10.79826248313091
97,10.401363945578229
98,5.994326703246456
99,6.113110181311016
100,8.133578096539159
101,7.306164990421451
102,7.10503034547152
103,6.327729314420805
104,8.128512160228896
105,7.986432557011164
106,10.509096921596921
107,7.993284030784035
108,6.103653752436648
109,7.587908917501197
110,6.890321256038647
111,9.295999525166186
112,10.806078364950324
113,5.99521980676328
114,7.788609977324269
115,7.7177071563088475
116,6.189450379867046
117,7.120614224137931
118,7.825193287037035
119,7.6194018031189
120,6.002463200379865
121,9.113126477541371
122,8.684139595103579
123,9.993131642512074
124,6.900539923039923
125,6.999357638888884
126,6.286230158730157
127,6.366151129943501
128,8.19166087962963
129,6.452089120370364
130,6.682986714975844
131,7.482647754137118
132,9.920131519274374
133,7.415638297872336
134,7.495338468720824
135,5.998969652471853
136,6.859545346628679
137,6.131909722222225
138,7.6748054331864894
139,8.87896942110177
140,10.895845306513415
141,10.69200166905103
142,7.060316091954026
143,9.00917913832199
144,7.420447466294747
145,7.585973922902494
146,6.6241366989396075
147,6.1927648305084775
148,6.472303436911492
149,8.195051440329216
150,6.787695733708394
151,7.302139479905439
152,6.822407010014311
153,7.322458937198067
154,6.164361829501921
155,7.610284810126584
156,6.5951353874883285
157,10.648925376647835
158,6.204427312775328
159,8.591902250351612
160,6.001353864734301
161,6.281751101321589
162,7.905569800569798
163,7.175699035812675
164,6.651255274261603
165,7.906068376068368
166,6.718815667131563
167,6.290588023088022
168,7.178114997713765
169,6.286431712962966
170,7.217978595478597
171,7.809089371980674
172,6.805152662993575
173,6.484045584045582
174,7.651214845550945
175,7.585962725546057
176,9.179540598290602
177,6.378153248587573
178,8.477647198480538
179,6.965121812386158
180,6.474620792992164
181,8.876004361799815
182,6.588341861598437
183,10.995573136427565
184,7.810652071563088
185,7.229256602914389
186,6.419389838556503
187,6.77962361712362
188,7.39080959164292
189,6.19204951690821
190,6.014660228898429
191,7.301029143897992
192,7.061997245179061
193,8.724735996326904
194,10.807604755178918
195,7.410288839724679
196,9.190491803278682
197,7.393010477582845
198,7.402587597971413
199,6.71170821462488
200,9.230231673582297
201,6.880860065086007
202,9.292572463768122
203,6.0161487142164
204,6.326000243664721
205,6.406121659634321
206,8.751425846447303
207,7.3898275462963
208,6.1961890838206655
209,7.7062796373779605
210,7.506634393729826
211,9.075687613843355
212,5.993242277547261
213,6.030856290174475
214,6.020102278010228
215,6.899095171120483
216,10.781685108344863
217,8.983126503126497
218,7.383425160697889
219,6.82366618773946
220,6.789116575591986
221,7.409312285854138
222,10.825435862691958
223,6.877650214592273
224,8.906513949013952
225,6.683451882845184
226,7.924495583449563
227,6.310503323836655
228,7.887926545792655
229,8.882879515317786
230,7.089900137741048
231,7.490815602836882
232,8.685538548752831
233,6.8024483471074335
234,9.126422039323272
235,7.016586966713546
236,6.704297027290446
237,8.40203862660944
238,6.4830741515574175
239,7.233100241545896
240,8.690202020202024
241,6.037342143906019
242,7.282165484633565
243,9.377237144168957
244,7.309830051570559
245,7.113752955082737
246,7.438477452347751
247,7.574113060428853
248,9.9631910291439
249,6.214981325863681
250,6.810724121557459
251,6.655866150961085
252,7.514910468319559
253,6.40839790448343
254,10.702960618846696
255,7.0032198067632825
256,8.629089635854347
257,10.402638888888898
258,6.731132756132759
259,7.089940645773973
260,7.680787229137852
261,6.798771808999082
262,7.805469432314412
263,7.0984033816425125
264,8.886216761633428
265,7.604899320718096
266,9.11923328816621
267,6.820739942528737
268,7.512698248040573
269,6.712491654744877
270,7.899165479582145
271,8.205001129177957
272,7.16521459227468
273,6.51059523809524
274,7.932475845410629
275,6.717376142376142
276,8.616050275482097
277,6.755989130434779
278,7.7105482134116485
279,6.608694327238628
280,7.345515705578996
281,6.168100858369102
282,7.386711943220752
283,8.098430373605042
284,6.0201692343604085
285,9.813845220766613
286,6.108189257722456
287,8.305402717127606
288,7.52110395803529
289,6.406720393232739
290,10.005455602045567
291,7.09778601694915
292,6.407837219935986
293,7.803427128427126
294,6.2958621484555115
295,7.136065808297571
296,8.798176638176638
297,7.50066370673953
298,7.083401261523527
299,6.276725403817918
300,7.098347763347762
301,7.805346304454226
302,10.90283052039381
303,6.192482492997199
304,5.994694444444447
305,10.05005485527545
306,7.678097461685826
307,5.9789278959810845
308,7.978443486590038
309,10.008350095785438
310,7.783258196721307
311,7.978675034867509
312,7.403508141762455
313,7.212850091827361
314,7.081466714559382
315,6.293542824074077
316,6.192324879227055
317,6.202630172013016
318,8.909899817850642
319,6.809992997198875
320,9.45522633744856
321,10.810497015610652
322,6.9243169793169805
323,7.7993066939890685
